RA;Idade;Sexo;IE;INDE 2022;INDE 2023;INDE 2024;Fase;Turma;Cg;Cf;Ct;Rec Av1;Rec Av2;Rec Av3;Rec Av4;IAA;IEG;IPS;IDA;Mat;Por;Atingiu PV;IPV;IAN;Defasagem;Destaque IEG;Destaque IDA;Destaque IPV;IPP;N_Idade;N_INDE 2022;N_INDE 2023;N_INDE 2024;N_Cg;N_Cf;N_Ct;N_Rec Av1;N_Rec Av2;N_Rec Av3;N_Rec Av4;N_IAA;N_IEG;N_IPS;N_IDA;N_Mat;N_Por;N_IPV;N_IAN;N_Defasagem;N_IPP;N_Sexo;N_Atingiu PV
RA-721;10;Feminino;Pública;7,97;8,68;8,9;2G;2G;47,8;9,8;2;;;;;9;9,54;8,14;8,25;9;7,5;;8,76;10;0;;;;8,75;0,15;0,77;0,88;0,89;0,05;0,05;0,06;;;;;0,9;0,95;0,75;0,82;0,9;0,75;0,83;1;0,62;0,83;0;
RA-1473;13;Masculino;Pública;6,86;6,89;6,69;2G;2G;527,2;100,8;7,2;;;;;9,5;8,44;5,62;5,25;6;4,5;;6,42;5;-1;;;;6,56;0,3;0,6;0,56;0,51;0,61;0,52;0,36;;;;;0,95;0,84;0,42;0,52;0,6;0,45;0,52;0,33;0,5;0,54;1;
RA-735;12;Feminino;Pública;7,48;7,18;7,79;2H;2H;239,4;47,6;4,8;;;;;8;9,78;6,26;8;8;8;;7,7;5;-1;;;;7,66;0,25;0,69;0,61;0,7;0,28;0,24;0,22;;;;;0,8;0,98;0,5;0,8;0,8;0,8;0,69;0,33;0,5;0,69;0;
RA-712;13;Masculino;Pública;6,03;6,33;6,22;2H;2H;600,2;78,6;8,2;;;;;7,5;5,98;5,62;6,75;7;6,5;;6,04;5;-1;;;;6,56;0,3;0,47;0,46;0,42;0,7;0,41;0,42;;;;;0,75;0,6;0,42;0,68;0,7;0,65;0,47;0,33;0,5;0,54;1;
RA-1103;11;Masculino;Pública;7,5;7,57;7,86;2H;2H;210,2;38,8;3,2;;;;;8,5;7,76;7,51;7,25;6;8,5;;7,54;10;0;;;;7,5;0,2;0,7;0,68;0,71;0,24;0,2;0,13;;;;;0,85;0,78;0,67;0,73;0,6;0,85;0,67;1;0,62;0,67;1;
RA-570;12;Feminino;Pública;5,72;6,78;6,81;2H;2H;526,4;89,4;10;;;;;8;8;5,62;6,75;6;7,5;;6,41;5;-1;;;;7,19;0,25;0,42;0,54;0,53;0,61;0,46;0,53;;;;;0,8;0,8;0,42;0,68;0,6;0,75;0,52;0,33;0,5;0,63;0;
RA-713;11;Masculino;Pública;7,42;7,41;7,47;2H;2H;228,6;27,6;3,4;;;;;8;7,53;7,51;6,75;6;7,5;;6,79;10;0;;;;7,03;0,2;0,68;0,65;0,64;0,26;0,14;0,14;;;;;0,8;0,75;0,67;0,68;0,6;0,75;0,57;1;0,62;0,6;1;
RA-714;13;Masculino;Pública;6,95;6,08;5,47;2H;2H;809,6;98,6;12,4;;;;;0;6,87;6,26;4;8;0;;7;5;-1;;;;7,66;0,3;0,61;0,41;0,29;0,94;0,51;0,67;;;;;0;0,69;0,5;0,4;0,8;0;0,6;0,33;0,5;0,69;1;
RA-737;11;Feminino;Pública;8,06;8,05;8,47;2H;2H;94,6;21,2;1,8;;;;;8,5;8,65;6,88;9,25;9;9,5;;8;10;0;;;;7,5;0,2;0,78;0,77;0,82;0,11;0,11;0,05;;;;;0,85;0,87;0,58;0,92;0,9;0,95;0,73;1;0,62;0,67;0;
RA-1474;11;Feminino;Pública;7,46;7,52;7,38;2H;2H;252,4;34,2;4,4;;;;;8;7,96;5,62;7,5;7;8;;6,29;10;0;;;;6,72;0,2;0,69;0,67;0,63;0,29;0,17;0,2;;;;;0,8;0,8;0,42;0,75;0,7;0,8;0,5;1;0,62;0,56;0;
RA-1036;12;Feminino;Pública;7,72;6,97;8,28;2H;2H;81,2;13,4;1,6;;;;;10;9,09;7,51;7;7;7;;7,75;10;0;;;;7,66;0,25;0,73;0,57;0,78;0,09;0,06;0,04;;;;;1;0,91;0,67;0,7;0,7;0,7;0,7;1;0,62;0,69;0;
RA-576;12;Feminino;Pública;7,59;7,98;8,93;2H;2H;26;4,8;1,2;;;;;8,5;10;7,51;9,25;9;9,5;;8,5;10;0;;;;7,81;0,25;0,71;0,75;0,9;0,03;0,02;0,01;;;;;0,85;1;0,67;0,92;0,9;0,95;0,8;1;0,62;0,71;0;
RA-577;12;Feminino;Pública;7,86;7,22;6,63;2H;2H;540;110;7,2;;;;;8,5;5,77;5,62;8;7;9;;6,54;5;-1;;;;6,56;0,25;0,75;0,62;0,49;0,63;0,57;0,36;;;;;0,85;0,58;0,42;0,8;0,7;0,9;0,54;0,33;0,5;0,54;0;
RA-580;12;Feminino;Pública;7,53;8,47;7,93;2H;2H;208,4;52,4;3,2;;;;;9;8,87;7,51;9,25;10;8,5;;7,25;5;-1;;;;7,03;0,25;0,7;0,84;0,72;0,24;0,27;0,13;;;;;0,9;0,89;0,67;0,92;1;0,85;0,63;0,33;0,5;0,6;0;
RA-581;12;Masculino;Pública;6,46;7,72;7,08;2H;2H;311;38;4,6;;;;;7,42;8,2;5,62;8,75;8;9,5;;6,16;5;-1;;;;6,56;0,25;0,54;0,71;0,57;0,36;0,19;0,21;;;;;0,74;0,82;0,42;0,88;0,8;0,95;0,49;0,33;0,5;0,54;1;
RA-841;12;Masculino;Pública;7,3;6,78;6,04;2H;2H;714,8;142,4;10,8;;;;;10;6,33;7,51;3,25;4;2,5;;5,83;5;-1;;;;7,03;0,25;0,67;0,54;0,39;0,83;0,74;0,58;;;;;1;0,63;0,67;0,32;0,4;0,25;0,44;0,33;0,5;0,6;1;
RA-730;11;Feminino;Pública;7,9;7,98;8,47;2I;2I;66;16,8;2;;;;;8;7,15;6,88;9,5;10;9;;8,67;10;0;;;;9,17;0,2;0,76;0,75;0,82;0,08;0,08;0,06;;;;;0,8;0,72;0,58;0,95;1;0,9;0,82;1;0,62;0,89;0;
RA-855;10;Feminino;Pública;8,45;8,63;8,58;2I;2I;63,6;15,4;2;;;;;9;10;7,51;8,5;9;8;;7,39;10;0;;;;7,5;0,15;0,85;0,87;0,83;0,07;0,08;0,06;;;;;0,9;1;0,67;0,85;0,9;0,8;0,65;1;0,62;0,67;0;
RA-820;11;Masculino;Pública;7,42;7,86;7,43;2I;2I;354,2;96,8;5,2;;;;;10;6,57;7,51;6,25;6;6,5;;6,39;10;0;;;;8,33;0,2;0,68;0,73;0,63;0,41;0,5;0,25;;;;;1;0,66;0,67;0,62;0,6;0,65;0,52;1;0,62;0,78;1;
RA-715;11;Feminino;Pública;6,66;5,89;5,31;2I;2I;728,4;109;8,4;;;;;9;5,25;3,76;2,75;2;3,5;;4,67;10;0;;;;5;0,2;0,57;0,38;0,26;0,84;0,57;0,44;;;;;0,9;0,52;0,17;0,28;0,2;0,35;0,29;1;0,62;0,33;0;
RA-1038;11;Feminino;Pública;6,62;7,74;7,96;2I;2I;129,6;34,8;3,2;;;;;8;7,54;7,51;8,5;10;7;;7,27;10;0;;;;7,5;0,2;0,56;0,71;0,73;0,15;0,18;0,13;;;;;0,8;0,75;0,67;0,85;1;0,7;0,64;1;0,62;0,67;0;
RA-1475;10;Feminino;Pública;7,23;7,52;7,41;2I;2I;439,6;84,4;5;;;;;9;8,07;7,51;5;7;3;;6,99;10;0;;;;7,5;0,15;0,66;0,67;0,63;0,51;0,44;0,24;;;;;0,9;0,81;0,67;0,5;0,7;0,3;0,6;1;0,62;0,67;0;
RA-1039;13;Masculino;Pública;7,71;7,69;7,55;2I;2I;294,4;69,6;4,4;;;;;8;9,72;7,51;7,25;8;6,5;;6,77;5;-1;;;;7,5;0,3;0,73;0,7;0,65;0,34;0,36;0,2;;;;;0,8;0,97;0,67;0,73;0,8;0,65;0,57;0,33;0,5;0,67;1;
RA-745;11;Masculino;Privada - Programa de Apadrinhamento;7,38;7,67;8,61;2I;2I;72;16,6;2,4;;;;;9;10;6,26;8,5;8;9;;8,17;10;0;;;;7,5;0,2;0,68;0,7;0,84;0,08;0,08;0,08;;;;;0,9;1;0,5;0,85;0,8;0,9;0,75;1;0,62;0,67;1;
RA-718;10;Feminino;Pública;8,09;8,17;8,71;2I;2I;58,2;12,8;1,8;;;;;10;9,51;5,64;9,5;9;10;;7,95;10;1;;;;7,5;0,15;0,79;0,79;0,86;0,07;0,06;0,05;;;;;1;0,95;0,42;0,95;0,9;1;0,73;1;0,75;0,67;0;
RA-1040;12;Masculino;Pública;7,44;7,82;7,76;2I;2I;237,4;52;3,6;;;;;9,5;8,54;7,51;8,25;8;8,5;;7,27;5;-1;;;;7,5;0,25;0,69;0,72;0,69;0,27;0,27;0,15;;;;;0,95;0,85;0,67;0,82;0,8;0,85;0,64;0,33;0,5;0,67;1;
RA-746;10;Masculino;Pública;7,66;6,52;7,9;2I;2I;157,4;37,6;3;;;;;8,5;7,43;7,51;8;8;8;;7,33;10;0;;;;7,5;0,15;0,72;0,49;0,72;0,18;0,19;0,12;;;;;0,85;0,74;0,67;0,8;0,8;0,8;0,64;1;0,62;0,67;1;
RA-1069;12;Masculino;Pública;6,62;7,59;7,68;2K;2K;273,2;44,2;4;;;;;9;7,08;7,51;6,25;7;5,5;;7,75;10;0;;;;8,12;0,25;0,56;0,68;0,68;0,32;0,23;0,18;;;;;0,9;0,71;0,67;0,62;0,7;0,55;0,7;1;0,62;0,75;1;
RA-1476;11;Feminino;Pública;8,12;8,6;8,81;2K;2K;63,6;10,6;1,8;;;;;9,5;10;5,64;8,5;8;9;;8,75;10;0;;;;8,44;0,2;0,79;0,86;0,87;0,07;0,05;0,05;;;;;0,95;1;0,42;0,85;0,8;0,9;0,83;1;0,62;0,79;0;
RA-827;12;Feminino;Pública;7,41;7,42;8,25;2K;2K;170,4;27,4;4;;;;;10;9,78;5,01;7,25;6;8,5;;7,88;10;0;;;;7,66;0,25;0,68;0,65;0,78;0,2;0,14;0,18;;;;;1;0,98;0,33;0,73;0,6;0,85;0,72;1;0,62;0,69;0;
RA-1477;11;Masculino;Pública;7,26;7,77;7,05;2K;2K;381,6;46;5,6;;;;;8;8,01;7,51;5;5;5;;6,29;10;0;;;;6,41;0,2;0,66;0,72;0,57;0,44;0,24;0,27;;;;;0,8;0,8;0,67;0,5;0,5;0,5;0,5;1;0,62;0,52;1;
RA-762;14;Masculino;Pública;7,28;7,1;5,97;2K;2K;672,6;102;11;;;;;10;6,42;6,26;3,75;4;3,5;;5,75;5;-2;;;;6,56;0,35;0,66;0,6;0,38;0,78;0,53;0,59;;;;;1;0,64;0,5;0,38;0,4;0,35;0,43;0,33;0,38;0,54;1;
RA-778;11;Feminino;Pública;7,43;7,93;8,08;2K;2K;218,4;51,4;3,8;;;;;10;8,12;7,51;7;5;9;;7,75;10;0;;;;7,5;0,2;0,69;0,74;0,75;0,25;0,26;0,16;;;;;1;0,81;0,67;0,7;0,5;0,9;0,7;1;0,62;0,67;0;
RA-591;13;Masculino;Pública;7,51;7,15;6,84;2K;2K;401,8;84,4;6;;;;;7,42;7,91;6,26;7,5;6;9;;6,54;5;-1;;;;5,78;0,3;0,7;0,6;0,53;0,47;0,44;0,29;;;;;0,74;0,79;0,5;0,75;0,6;0,9;0,54;0,33;0,5;0,44;1;
RA-1478;11;Masculino;Pública;6,81;7,25;6,72;2K;2K;513;72;8,2;;;;;8;6,67;6,26;4,25;4;4,5;;7,12;10;0;;;;6,88;0,2;0,59;0,62;0,51;0,59;0,37;0,42;;;;;0,8;0,67;0,5;0,43;0,4;0,45;0,62;1;0,62;0,58;1;
RA-829;10;Feminino;Privada - Programa de Apadrinhamento;8;8,53;9,17;2K;2K;101,6;17,8;1,8;;;;;9,5;9,75;9,38;8;6;10;;9,22;10;1;;;;8,91;0,15;0,78;0,85;0,94;0,12;0,09;0,05;;;;;0,95;0,98;0,92;0,8;0,6;1;0,89;1;0,75;0,85;0;
RA-1479;12;Masculino;Pública;6,83;7,41;6,62;2K;2K;513;72;8,2;;;;;8,5;6,2;7,51;4,25;4;4,5;;6,03;10;0;;;;7,19;0,25;0,59;0,65;0,49;0,59;0,37;0,42;;;;;0,85;0,62;0,67;0,43;0,4;0,45;0,47;1;0,62;0,63;1;
RA-1480;12;Masculino;Pública;7;7,3;7,09;2K;2K;504,2;86,4;6,8;;;;;8,5;8,88;7,51;5,5;5,46;5,5;;7;5;-1;;;;7,19;0,25;0,62;0,63;0,58;0,58;0,45;0,34;;;;;0,85;0,89;0,67;0,55;0,55;0,55;0,6;0,33;0,5;0,63;1;
RA-438;12;Masculino;Pública;7,76;6,99;7,93;2K;2K;228;31,4;3,2;;;;;9,17;8,66;7,51;8,25;7;9,5;;7,92;5;-1;;;;7,97;0,25;0,74;0,58;0,72;0,26;0,16;0,13;;;;;0,92;0,87;0,67;0,82;0,7;0,95;0,72;0,33;0,5;0,73;1;
RA-607;12;Masculino;Pública;6,44;7,33;7,65;2K;2K;233,4;45,4;2,8;;;;;8,5;7,48;7,51;7;7;7;;7,16;10;0;;;;7,19;0,25;0,53;0,64;0,67;0,27;0,23;0,11;;;;;0,85;0,75;0,67;0,7;0,7;0,7;0,62;1;0,62;0,63;1;
RA-1481;12;Feminino;Pública;6,91;7,16;6,86;2K;2K;518,6;89;8,2;;;;;8,5;8,78;7,51;4,75;4;5,5;;6,83;5;-1;;;;6,88;0,25;0,61;0,61;0,53;0,6;0,46;0,42;;;;;0,85;0,88;0,67;0,48;0,4;0,55;0,58;0,33;0,5;0,58;0;
RA-1482;14;Masculino;Pública;5,79;6,42;5,23;2K;2K;795,2;134,6;11,2;;;;;8,5;5;7,51;0;0;0;;6,87;5;-1;;;;7,5;0,35;0,43;0,48;0,25;0,92;0,7;0,6;;;;;0,85;0,5;0,67;0;0;0;0,58;0,33;0,5;0,67;1;
RA-1483;11;Masculino;Pública;7,5;7,51;7,31;2K;2K;248,6;46,4;2,8;;;;;9,5;7,91;7,51;6,5;6;7;;5,75;10;0;;;;5,78;0,2;0,7;0,67;0,61;0,29;0,24;0,11;;;;;0,95;0,79;0,67;0,65;0,6;0,7;0,43;1;0,62;0,44;1;
RA-1484;14;Feminino;Pública;7,59;7,59;7,75;2L;2L;290,6;75,6;7,6;;;;;9;10;6,26;7;5;9;;7,89;5;-1;;;;7,5;0,35;0,71;0,68;0,69;0,34;0,39;0,39;;;;;0,9;1;0,5;0,7;0,5;0,9;0,72;0,33;0,5;0,67;0;
RA-1485;13;Masculino;Pública;7,01;7,55;6,74;2L;2L;609,8;150,6;9,4;;;;;9;7,74;5,62;5;5;5;;7,39;5;-1;;;;7,5;0,3;0,62;0,68;0,51;0,71;0,78;0,49;;;;;0,9;0,77;0,42;0,5;0,5;0,5;0,65;0,33;0,5;0,67;1;
RA-1486;11;Masculino;Pública;7,39;7,18;6,87;2L;2L;475,8;129,6;7;;;;;8;5,43;6,26;5,75;6;5,5;;7,06;10;0;;;;7,92;0,2;0,68;0,61;0,54;0,55;0,67;0,35;;;;;0,8;0,54;0,5;0,58;0,6;0,55;0,61;1;0,62;0,72;1;
RA-597;11;Masculino;Pública;8,27;8,49;7,84;2L;2L;211,6;41,2;3;;;;;9;9,33;7,51;6;5;7;;6,88;10;0;;;;7,5;0,2;0,82;0,84;0,71;0,24;0,21;0,12;;;;;0,9;0,93;0,67;0,6;0,5;0,7;0,58;1;0,62;0,67;1;
RA-624;12;Masculino;Pública;7,42;8,27;7,23;2L;2L;465,2;103,4;5;;;;;8;8,22;7,51;4;8;0;;7,21;10;0;;;;7,92;0,25;0,68;0,8;0,6;0,54;0,54;0,24;;;;;0,8;0,82;0,67;0,4;0,8;0;0,63;1;0,62;0,72;1;
RA-1487;13;Feminino;Pública;7,72;7,72;8,03;2L;2L;222,4;46;4,6;;;;;10;9,57;6,26;8,25;7;9,5;;7,83;5;-1;;;;7,71;0,3;0,73;0,71;0,74;0,26;0,24;0,21;;;;;1;0,96;0,5;0,82;0,7;0,95;0,71;0,33;0,5;0,69;0;
RA-1488;11;Feminino;Pública;7,33;7,98;6,77;2L;2L;500,2;98,2;5,2;;;;;8;7,11;7,51;3,5;7;0;;6,72;10;0;;;;7,5;0,2;0,67;0,75;0,52;0,58;0,51;0,25;;;;;0,8;0,71;0,67;0,35;0,7;0;0,56;1;0,62;0,67;0;
RA-1489;12;Masculino;Pública;6,53;6,67;5,98;2L;2L;695,4;79,2;10,4;;;;;9;5,79;6,26;5;5;5;;5,66;5;-1;;;;6,67;0,25;0,55;0,52;0,38;0,81;0,41;0,55;;;;;0,9;0,58;0,5;0,5;0,5;0,5;0,42;0,33;0,5;0,56;1;
RA-600;11;Feminino;Pública;7,01;7,65;7,85;2L;2L;197,8;51;4,2;;;;;8;8,01;7,51;7,5;8;7;;7,22;10;0;;;;7,5;0,2;0,62;0,69;0,71;0,23;0,26;0,19;;;;;0,8;0,8;0,67;0,75;0,8;0,7;0,63;1;0,62;0,67;0;
RA-663;12;Masculino;Pública;6,38;6,97;6,7;2L;2L;587,4;107,8;7,8;;;;;8,5;7,09;5,62;6,5;6;7;;6,89;5;-1;;;;6,88;0,25;0,52;0,57;0,51;0,68;0,56;0,4;;;;;0,85;0,71;0,42;0,65;0,6;0,7;0,58;0,33;0,5;0,58;1;
RA-1490;12;Feminino;Privada;7,41;8,03;7,37;2L;2L;331,8;79;4,8;;;;;8,5;9,57;6,26;7,75;8;7,5;;6,33;5;-1;;;;6,67;0,25;0,68;0,76;0,62;0,38;0,41;0,22;;;;;0,85;0,96;0,5;0,78;0,8;0,75;0,51;0,33;0,5;0,56;0;
RA-1491;12;Masculino;Pública;7,24;7,77;7,51;2L;2L;367,2;99,2;6,2;;;;;9;6,25;7,51;6,5;6;7;;7,78;10;0;;;;7,5;0,25;0,66;0,72;0,65;0,43;0,51;0,31;;;;;0,9;0,62;0,67;0,65;0,6;0,7;0,7;1;0,62;0,67;1;
RA-1066;11;Feminino;Pública;7,6;7,26;7,93;2L;2L;142;35;2,2;;;;;9,5;8,4;6,26;7,25;7;7,5;;7,39;10;0;;;;7,5;0,2;0,71;0,62;0,72;0,16;0,18;0,07;;;;;0,95;0,84;0,5;0,73;0,7;0,75;0,65;1;0,62;0,67;0;
RA-630;11;Masculino;Pública;8,06;7,2;6,88;2L;2L;694,2;105,6;8;;;;;0;8,48;7,51;5,75;6;5,5;;7,67;10;0;;;;7,5;0,2;0,78;0,61;0,54;0,81;0,55;0,41;;;;;0;0,85;0,67;0,58;0,6;0,55;0,69;1;0,62;0,67;1;
RA-1492;9;Masculino;Pública;7,83;8,44;8,48;2L;2L;108,8;19,6;1,8;;;;;8;8,81;7,51;8;6;10;;8,45;10;1;;;;8,75;0,1;0,75;0,83;0,82;0,13;0,1;0,05;;;;;0,8;0,88;0,67;0,8;0,6;1;0,79;1;0,75;0,83;1;
RA-834;11;Masculino;Pública;8,14;8,66;8,51;2L;2L;74,8;19,4;2;;;;;8;9,11;6,26;8,75;9;8,5;;8,72;10;0;;;;7,71;0,2;0,8;0,87;0,82;0,09;0,1;0,06;;;;;0,8;0,91;0,5;0,88;0,9;0,85;0,83;1;0,62;0,69;1;
RA-784;11;Feminino;Privada - Programa de Apadrinhamento;8,34;8,17;8,89;2M;2M;72,8;14,6;1,8;;;;;8;9,77;5,64;8,75;8;9,5;;9,4;10;0;;;;9,38;0,2;0,83;0,79;0,89;0,08;0,07;0,05;;;;;0,8;0,98;0,42;0,88;0,8;0,95;0,92;1;0,62;0,92;0;
RA-1059;11;Masculino;Pública;6,62;7,76;8,68;2M;2M;79,4;15,4;2,4;;;;;8;10;6,26;7,5;7,5;7,5;;9,23;10;0;;;;9,06;0,2;0,56;0,71;0,85;0,09;0,08;0,08;;;;;0,8;1;0,5;0,75;0,75;0,75;0,9;1;0,62;0,87;1;
RA-612;12;Feminino;Privada - Programa de Apadrinhamento;7,59;8,41;9,13;2M;2M;67,4;17,4;1,8;;;;;8;9,55;6,26;9,75;9,5;10;;9,4;10;0;;;;9,69;0,25;0,71;0,83;0,93;0,08;0,09;0,05;;;;;0,8;0,96;0,5;0,98;0,95;1;0,92;1;0,62;0,96;0;
RA-1060;12;Masculino;Pública;6,62;7,1;6,45;2M;2M;559,4;106,2;6,6;;;;;9,59;6;6,26;3,25;3,5;3;;6,16;10;0;;;;7,81;0,25;0,56;0,6;0,46;0,65;0,55;0,33;;;;;0,96;0,6;0,5;0,32;0,35;0,3;0,49;1;0,62;0,71;1;
RA-761;11;Masculino;Pública;8,06;8,22;8,17;2M;2M;214,2;55,6;4;;;;;8,5;8,86;6,26;7,25;8;6,5;;8;10;0;;;;8,75;0,2;0,78;0,8;0,76;0,25;0,29;0,18;;;;;0,85;0,89;0,5;0,73;0,8;0,65;0,73;1;0,62;0,83;1;
RA-1493;12;Masculino;Pública;6,36;7,26;6,38;2M;2M;662,2;83,8;9;;;;;8,5;7,85;7,51;4;3,5;4,5;;5,95;5;-1;;;;7,19;0,25;0,52;0,62;0,45;0,77;0,43;0,47;;;;;0,85;0,78;0,67;0,4;0,35;0,45;0,46;0,33;0,5;0,63;1;
RA-665;12;Feminino;Pública;7;6,19;5,7;2M;2M;729,2;87,8;11,4;;;;;8,33;5,07;5,63;4,75;3;6,5;;5,44;5;-1;;;;7,5;0,25;0,62;0,43;0,33;0,85;0,45;0,61;;;;;0,83;0,51;0,42;0,48;0,3;0,65;0,39;0,33;0,5;0,67;0;
RA-1115;12;Feminino;Pública;6,62;6,47;6,57;2M;2M;542,8;136,8;6,2;;;;;8;4,27;7,51;6,25;6,5;6;;5,83;10;0;;;;7,5;0,25;0,56;0,48;0,48;0,63;0,71;0,31;;;;;0,8;0,43;0,67;0,62;0,65;0,6;0,44;1;0,62;0,67;0;
RA-1061;11;Masculino;Pública;7,29;8,2;8,77;2M;2M;100,8;16,4;1,8;;;;;8,5;10;6,26;8,5;7;10;;8,73;10;0;;;;8,44;0,2;0,66;0,79;0,87;0,12;0,08;0,05;;;;;0,85;1;0,5;0,85;0,7;1;0,83;1;0,62;0,79;1;
RA-1494;11;Feminino;Pública;6,74;6,27;5,87;2M;2M;807,8;97,6;13,6;;;;;0;6,78;7,51;4,25;8,5;0;;5,84;10;0;;;;7,5;0,2;0,58;0,45;0,36;0,94;0,51;0,74;;;;;0;0,68;0,67;0,43;0,85;0;0,44;1;0,62;0,67;0;
RA-1495;11;Feminino;Pública;7,48;8,38;8,48;2M;2M;106,6;28;3,2;;;;;9;8,32;7,51;8,25;8,5;8;;8,22;10;0;;;;8,75;0,2;0,69;0,82;0,82;0,12;0,14;0,13;;;;;0,9;0,83;0,67;0,82;0,85;0,8;0,76;1;0,62;0,83;0;
RA-606;11;Masculino;Pública;6,13;7,4;6,65;2M;2M;502,4;81;7,2;;;;;8,5;7,61;6,88;3,25;3,5;3;;5,61;10;0;;;;8,12;0,2;0,48;0,65;0,5;0,58;0,42;0,36;;;;;0,85;0,76;0,58;0,32;0,35;0,3;0,41;1;0,62;0,75;1;
RA-594;12;Masculino;Pública;7,39;6,7;6,89;2M;2M;415;83,8;6,6;;;;;6,92;5,75;6,26;7;6,5;7,5;;6,05;10;0;;;;8,12;0,25;0,68;0,52;0,54;0,48;0,43;0,33;;;;;0,69;0,58;0,5;0,7;0,65;0,75;0,47;1;0,62;0,75;1;
RA-1496;12;Feminino;Pública;6,93;7,18;6,78;2M;2M;557,6;96;7,8;;;;;9;5,71;7,51;4,25;2,5;6;;6,77;10;0;;;;7,81;0,25;0,61;0,61;0,52;0,65;0,5;0,4;;;;;0,9;0,57;0,67;0,43;0,25;0,6;0,57;1;0,62;0,71;0;
RA-1497;12;Feminino;Pública;6,62;6,18;5,24;2M;2M;811,4;101,4;11,8;;;;;0;5,02;7,51;2;4;0;;7;10;0;;;;6,88;0,25;0,56;0,43;0,25;0,94;0,53;0,64;;;;;0;0,5;0,67;0,2;0,4;0;0,6;1;0,62;0,58;0;
RA-1498;13;Feminino;Pública;7,27;7,25;7,15;2M;2M;434,6;78;7,4;;;;;8,5;7,84;7,51;7;5;9;;6,33;5;-1;;;;8,12;0,3;0,66;0,62;0,58;0,5;0,4;0,38;;;;;0,85;0,78;0,67;0,7;0,5;0,9;0,51;0,33;0,5;0,75;0;
RA-1499;12;Feminino;Pública;8,21;7,95;7,91;2N;2N;143,6;28;2;;;;;8,42;9,25;6,88;6,5;6;7;;7,11;10;0;;;;8,12;0,25;0,81;0,75;0,72;0,17;0,14;0,06;;;;;0,84;0,92;0,58;0,65;0,6;0,7;0,61;1;0,62;0,75;0;
RA-788;10;Masculino;Privada - Programa de Apadrinhamento;8,26;7,81;7,92;2N;2N;191,6;40,4;3;;;;;8,42;9,52;6,26;5,75;4;7,5;;7,78;10;0;;;;8,44;0,15;0,82;0,72;0,72;0,22;0,21;0,12;;;;;0,84;0,95;0,5;0,58;0,4;0,75;0,7;1;0,62;0,79;1;
RA-1500;11;Masculino;Pública;7,4;7,88;7,36;2N;2N;434,2;95,2;9;;;;;9,5;8,33;6,88;3,5;2;5;;7,56;10;0;;;;8,44;0,2;0,68;0,73;0,62;0,5;0,49;0,47;;;;;0,95;0,83;0,58;0,35;0,2;0,5;0,67;1;0,62;0,79;1;
RA-777;10;Feminino;Pública;7,1;7,47;7,56;2N;2N;412,4;92;8,8;;;;;8;8,78;7,51;4,5;3,5;5,5;;7,72;10;0;;;;8,12;0,15;0,63;0,66;0,66;0,48;0,48;0,46;;;;;0,8;0,88;0,67;0,45;0,35;0,55;0,7;1;0,62;0,75;0;
RA-1063;12;Masculino;Pública;7,41;7,49;7,28;2N;2N;341,6;72,2;4;;;;;5,25;9,75;7,51;7,75;9;6,5;;6,11;5;-1;;;;7,81;0,25;0,68;0,67;0,61;0,4;0,37;0,18;;;;;0,52;0,98;0,67;0,78;0,9;0,65;0,48;0,33;0,5;0,71;1;
RA-664;12;Feminino;Pública;7,28;8,09;7,5;2N;2N;303,2;74,4;4;;;;;9;6,77;7,51;5,75;3;8,5;;7,67;10;0;;;;8,12;0,25;0,66;0,77;0,65;0,35;0,38;0,18;;;;;0,9;0,68;0,67;0,58;0,3;0,85;0,69;1;0,62;0,75;0;
RA-1501;11;Feminino;Pública;7,79;7,98;8,04;2N;2N;216,2;54,8;4,2;;;;;9,5;10;7,51;5;4,5;5,5;;7,5;10;0;;;;8,44;0,2;0,74;0,75;0,74;0,25;0,28;0,19;;;;;0,95;1;0,67;0,5;0,45;0,55;0,67;1;0,62;0,79;0;
RA-764;10;Masculino;Privada;8;7,68;7,84;2N;2N;228,6;50,8;3;;;;;8;7,88;7,51;6;3;9;;8,34;10;0;;;;8,44;0,15;0,78;0,7;0,71;0,26;0,26;0,12;;;;;0,8;0,79;0,67;0,6;0,3;0,9;0,78;1;0,62;0,79;1;
RA-1064;11;Masculino;Pública;8,07;8,48;8,98;2N;2N;54,2;9,4;2;;;;;9,5;9,74;7,51;8,5;8;9;;8,78;10;0;;;;8,75;0,2;0,79;0,84;0,9;0,06;0,04;0,06;;;;;0,95;0,97;0,67;0,85;0,8;0,9;0,84;1;0,62;0,83;1;
RA-1065;11;Feminino;Pública;6,62;8,03;8,86;2N;2N;60,4;13,6;1,8;;;;;9,5;8,82;6,26;9,25;9;9,5;;8,84;10;0;;;;9,06;0,2;0,56;0,76;0,88;0,07;0,07;0,05;;;;;0,95;0,88;0,5;0,92;0,9;0,95;0,84;1;0,62;0,87;0;
RA-1502;12;Feminino;Pública;6,75;7,43;6,89;2N;2N;606,4;83,4;9,6;;;;;8;7,63;7,51;5,25;3,5;7;;7,39;5;-1;;;;7,81;0,25;0,58;0,65;0,54;0,7;0,43;0,51;;;;;0,8;0,76;0,67;0,52;0,35;0,7;0,65;0,33;0,5;0,71;0;
